fecha,sku,tipo,cantidad
2026-03-23,SA-104,Entrada compra,19
2026-03-23,CP-111,Entrada producción,104
2026-03-23,SA-106,Salida consumo,-13
2026-03-23,MP-103,Salida consumo,-215
2026-03-23,CP-100,Salida consumo,-95
2026-03-23,PA-103,Entrada producción,5
2026-03-24,SP-111,Salida consumo,-30
2026-03-24,CP-118,Entrada compra,49
2026-03-24,SP-104,Entrada compra,23
2026-03-24,CP-121,Salida consumo,-72
2026-03-24,MP-102,Entrada compra,242
2026-03-24,CP-108,Entrada producción,28
2026-03-24,CP-103,Entrada compra,44
2026-03-24,SA-107,Entrada compra,9
2026-03-24,PA-100,Salida despliegue,-6
2026-03-25,CP-110,Entrada compra,72
2026-03-25,PA-101,Entrada producción,5
2026-03-25,CP-113,Entrada compra,69
2026-03-25,MP-104,Entrada compra,238
2026-03-25,SP-110,Entrada compra,50
2026-03-26,PA-103,Salida despliegue,-6
2026-03-26,PA-104,Salida despliegue,-3
2026-03-26,SA-111,Salida consumo,-13
2026-03-26,CP-109,Salida consumo,-39
2026-03-26,SA-104,Salida consumo,-17
2026-03-26,CP-111,Salida consumo,-123
2026-03-27,SP-104,Salida consumo,-28
2026-03-27,CP-118,Salida consumo,-42
2026-03-27,CP-108,Salida consumo,-31
2026-03-27,SA-107,Salida consumo,-10
2026-03-27,CP-103,Salida consumo,-37
2026-03-27,MP-102,Salida consumo,-212
2026-03-28,CP-110,Salida consumo,-64
2026-03-28,PA-101,Salida despliegue,-6
2026-03-28,SP-110,Salida consumo,-62
2026-03-28,CP-113,Salida consumo,-66
2026-03-28,MP-104,Salida consumo,-246
2026-03-29,SA-107,Ajuste,-1
2026-04-04,SP-111,Entrada compra,29
2026-04-04,MP-107,Entrada compra,201
2026-04-04,SA-107,Entrada compra,16
2026-04-05,SA-111,Entrada compra,18
2026-04-05,SP-105,Entrada compra,18
2026-04-05,SA-110,Entrada compra,22
2026-04-06,MP-109,Entrada producción,241
2026-04-06,SP-104,Entrada compra,66
2026-04-07,SA-107,Salida consumo,-14
2026-04-07,SA-100,Entrada compra,12
2026-04-07,CP-101,Entrada compra,34
2026-04-07,CP-110,Entrada compra,56
2026-04-07,CP-112,Entrada compra,47
2026-04-07,SP-111,Salida consumo,-30
2026-04-07,MP-103,Entrada compra,196
2026-04-07,MP-107,Salida consumo,-185
2026-04-08,SA-110,Salida consumo,-21
2026-04-08,CP-106,Entrada compra,76
2026-04-08,MP-104,Entrada compra,257
2026-04-08,SP-105,Salida consumo,-19
2026-04-08,SA-111,Salida consumo,-16
2026-04-09,PA-104,Entrada producción,1
2026-04-09,SA-102,Entrada compra,7
2026-04-09,MP-109,Salida consumo,-228
2026-04-09,SP-104,Salida consumo,-57
2026-04-09,MP-108,Entrada compra,113
2026-04-09,SA-103,Entrada compra,31
2026-04-09,CP-118,Entrada compra,58
2026-04-10,SA-100,Salida consumo,-10
2026-04-10,MP-103,Salida consumo,-224
2026-04-10,SP-105,Ajuste,-1
2026-04-10,CP-111,Entrada producción,132
2026-04-10,CP-107,Entrada compra,65
2026-04-10,SP-106,Entrada compra,35
2026-04-10,CP-112,Salida consumo,-41
2026-04-10,CP-101,Salida consumo,-36
2026-04-10,SP-100,Entrada compra,20
2026-04-10,CP-110,Salida consumo,-71
2026-04-11,CP-106,Salida consumo,-93
2026-04-11,CP-113,Entrada compra,59
2026-04-11,MP-104,Salida consumo,-273
2026-04-12,MP-105,Entrada compra,217
2026-04-12,SA-103,Salida consumo,-26
2026-04-12,PA-104,Salida despliegue,-2
2026-04-12,SA-102,Salida consumo,-7
2026-04-12,MP-108,Salida consumo,-126
2026-04-12,CP-118,Salida consumo,-55
2026-04-13,CP-119,Entrada compra,81
2026-04-13,CP-111,Salida consumo,-111
2026-04-13,CP-107,Salida consumo,-62
2026-04-13,SP-100,Salida consumo,-24
2026-04-13,MP-113,Entrada compra,219
2026-04-13,SA-109,Entrada compra,11
2026-04-13,SP-108,Entrada compra,16
2026-04-13,SP-106,Salida consumo,-31
2026-04-14,CP-118,Ajuste,-4
2026-04-14,SP-109,Entrada compra,23
2026-04-14,PA-102,Entrada producción,5
2026-04-14,PA-103,Entrada producción,3
2026-04-14,CP-113,Salida consumo,-73
2026-04-15,CP-108,Entrada producción,35
2026-04-15,MP-106,Entrada compra,113
2026-04-15,MP-105,Salida consumo,-210
2026-04-15,CP-107,Ajuste,-7
2026-04-15,CP-109,Entrada compra,36
2026-04-16,MP-110,Entrada compra,350
2026-04-16,CP-119,Salida consumo,-92
2026-04-16,MP-113,Salida consumo,-226
2026-04-16,SP-108,Salida consumo,-14
2026-04-16,SA-106,Entrada producción,11
2026-04-16,SA-109,Salida consumo,-12
2026-04-16,SP-107,Entrada compra,41
2026-04-17,SA-101,Entrada producción,12
2026-04-17,PA-102,Salida despliegue,-5
2026-04-17,SP-109,Salida consumo,-23
2026-04-17,MP-112,Entrada compra,316
2026-04-17,PA-103,Salida despliegue,-3
2026-04-17,MP-111,Entrada producción,437
2026-04-17,MP-102,Entrada compra,233
2026-04-18,SP-102,Entrada compra,34
2026-04-18,CP-115,Entrada compra,76
2026-04-18,SA-105,Entrada compra,5
2026-04-18,CP-108,Salida consumo,-40
2026-04-18,CP-109,Salida consumo,-41
2026-04-18,MP-106,Salida consumo,-103
2026-04-19,SP-107,Salida consumo,-35
2026-04-19,SA-106,Salida consumo,-11
2026-04-19,MP-110,Salida consumo,-324
2026-04-20,MP-111,Salida consumo,-432
2026-04-20,MP-102,Salida consumo,-214
2026-04-20,CP-105,Entrada compra,96
2026-04-20,SA-101,Salida consumo,-13
2026-04-20,MP-112,Salida consumo,-391
2026-04-20,CP-121,Entrada compra,51
2026-04-20,CP-104,Entrada compra,60
2026-04-21,SP-102,Salida consumo,-30
2026-04-21,MP-101,Entrada compra,110
2026-04-21,CP-115,Salida consumo,-74
2026-04-21,SA-105,Salida consumo,-6
2026-04-21,CP-117,Entrada compra,85
2026-04-22,SA-104,Entrada compra,21
2026-04-22,SP-103,Entrada compra,46
2026-04-22,SP-101,Entrada producción,24
2026-04-22,PA-100,Entrada producción,7
2026-04-23,SP-110,Entrada compra,44
2026-04-23,CP-104,Salida consumo,-65
2026-04-23,CP-121,Salida consumo,-58
2026-04-23,CP-120,Entrada producción,82
2026-04-23,PA-101,Entrada producción,3
2026-04-23,CP-115,Ajuste,-3
2026-04-23,CP-102,Entrada compra,76
2026-04-23,CP-114,Entrada producción,111
2026-04-23,CP-103,Entrada compra,50
2026-04-23,CP-105,Salida consumo,-104
2026-04-24,CP-117,Salida consumo,-79
2026-04-24,MP-101,Salida consumo,-110
2026-04-24,CP-116,Entrada compra,38
2026-04-24,SA-108,Entrada compra,18
2026-04-24,CP-100,Entrada compra,122
2026-04-25,MP-100,Entrada producción,318
2026-04-25,SA-104,Salida consumo,-27
2026-04-25,PA-100,Salida despliegue,-7
2026-04-25,SP-103,Salida consumo,-42
2026-04-25,SP-101,Salida consumo,-21
2026-04-26,CP-103,Salida consumo,-43
2026-04-26,SP-110,Salida consumo,-51
2026-04-26,CP-120,Salida consumo,-90
2026-04-26,CP-114,Salida consumo,-118
2026-04-26,PA-101,Salida despliegue,-4
2026-04-26,CP-102,Salida consumo,-69
2026-04-27,CP-100,Salida consumo,-128
2026-04-27,SA-108,Salida consumo,-15
2026-04-27,CP-116,Salida consumo,-44
2026-04-28,MP-100,Salida consumo,-349
2026-05-04,SP-100,Entrada compra,13
2026-05-04,SA-102,Entrada compra,10
2026-05-05,SP-109,Entrada compra,24
2026-05-06,MP-100,Entrada producción,479
2026-05-06,MP-101,Entrada compra,156
2026-05-06,SA-104,Entrada compra,27
2026-05-06,PA-101,Entrada producción,4
2026-05-07,SP-100,Salida consumo,-16
2026-05-07,SA-102,Salida consumo,-13
2026-05-07,MP-103,Entrada compra,227
2026-05-07,MP-109,Entrada producción,235
2026-05-07,MP-110,Entrada compra,364
2026-05-08,MP-104,Entrada compra,298
2026-05-08,SP-109,Salida consumo,-26
2026-05-08,MP-105,Entrada compra,237
2026-05-09,PA-103,Entrada producción,1
2026-05-09,SA-104,Salida consumo,-30
2026-05-09,SA-102,Ajuste,-1
2026-05-09,CP-109,Entrada compra,47
2026-05-09,PA-101,Salida despliegue,-6
2026-05-09,MP-100,Salida consumo,-398
2026-05-09,MP-101,Salida consumo,-129
2026-05-10,SP-111,Entrada compra,27
2026-05-10,PA-100,Entrada producción,5
2026-05-10,SA-108,Entrada compra,14
2026-05-10,MP-102,Entrada compra,208
2026-05-10,SA-106,Entrada producción,18
2026-05-10,MP-109,Salida consumo,-248
2026-05-10,CP-118,Entrada compra,44
2026-05-10,MP-110,Salida consumo,-319
2026-05-10,SP-103,Entrada compra,65
2026-05-10,CP-101,Entrada compra,55
2026-05-10,MP-103,Salida consumo,-264
2026-05-10,CP-119,Entrada compra,96
2026-05-11,SA-105,Entrada compra,10
2026-05-11,MP-105,Salida consumo,-249
2026-05-11,SA-111,Entrada compra,13
2026-05-11,MP-104,Salida consumo,-311
2026-05-12,MP-113,Entrada compra,195
2026-05-12,PA-103,Salida despliegue,-2
2026-05-12,CP-109,Salida consumo,-40
2026-05-12,SP-107,Entrada compra,53
2026-05-13,CP-118,Salida consumo,-47
2026-05-13,SP-103,Salida consumo,-56
2026-05-13,CP-101,Salida consumo,-46
2026-05-13,CP-117,Entrada compra,85
2026-05-13,PA-100,Salida despliegue,-6
2026-05-13,MP-102,Salida consumo,-232
2026-05-13,SA-106,Salida consumo,-22
2026-05-13,CP-107,Entrada compra,67
2026-05-13,PA-102,Entrada producción,7
2026-05-13,SA-108,Salida consumo,-15
2026-05-13,SP-111,Salida consumo,-30
2026-05-13,CP-119,Salida consumo,-95
2026-05-14,SA-111,Salida consumo,-12
2026-05-14,SA-105,Salida consumo,-10
2026-05-14,PA-104,Entrada producción,8
2026-05-14,CP-111,Entrada producción,129
2026-05-14,CP-105,Entrada compra,107
2026-05-15,CP-112,Entrada compra,39
2026-05-15,MP-113,Salida consumo,-241
2026-05-15,SP-107,Salida consumo,-44
2026-05-15,SP-104,Entrada compra,66
2026-05-15,CP-101,Ajuste,-5
2026-05-15,MP-112,Entrada compra,483
2026-05-16,CP-120,Entrada producción,111
2026-05-16,CP-117,Salida consumo,-77
2026-05-16,PA-102,Salida despliegue,-6
2026-05-16,SP-108,Entrada compra,11
2026-05-16,CP-107,Salida consumo,-84
2026-05-17,MP-111,Entrada producción,405
2026-05-17,CP-105,Salida consumo,-118
2026-05-17,CP-110,Entrada compra,52
2026-05-17,CP-111,Salida consumo,-127
2026-05-17,PA-104,Salida despliegue,-8
2026-05-18,SP-104,Salida consumo,-56
2026-05-18,CP-115,Entrada compra,79
2026-05-18,CP-117,Ajuste,-7
2026-05-18,MP-112,Salida consumo,-420
2026-05-18,CP-112,Salida consumo,-49
2026-05-18,CP-103,Entrada compra,50
2026-05-18,CP-114,Entrada producción,116
2026-05-18,SA-100,Entrada compra,15
2026-05-19,MP-106,Entrada compra,94
2026-05-19,CP-111,Ajuste,-4
2026-05-19,SP-108,Salida consumo,-12
2026-05-19,CP-121,Entrada compra,83
2026-05-19,CP-113,Entrada compra,109
2026-05-19,CP-120,Salida consumo,-91
2026-05-20,SP-102,Entrada compra,54
2026-05-20,SA-103,Entrada compra,28
2026-05-20,MP-111,Salida consumo,-404
2026-05-20,CP-110,Salida consumo,-55
2026-05-20,CP-106,Entrada compra,87
2026-05-20,SA-101,Entrada producción,11
2026-05-20,CP-112,Ajuste,-1
2026-05-21,CP-116,Entrada compra,46
2026-05-21,CP-114,Salida consumo,-98
2026-05-21,SA-100,Salida consumo,-16
2026-05-21,SP-110,Entrada compra,73
2026-05-21,MP-108,Entrada compra,94
2026-05-21,SP-108,Ajuste,-1
2026-05-21,CP-103,Salida consumo,-41
2026-05-21,CP-115,Salida consumo,-97
2026-05-22,MP-106,Salida consumo,-108
2026-05-22,CP-113,Salida consumo,-99
2026-05-22,CP-100,Entrada compra,134
2026-05-22,SP-101,Entrada producción,26
2026-05-22,CP-121,Salida consumo,-79
2026-05-22,SP-105,Entrada compra,23
2026-05-23,SA-109,Entrada compra,14
2026-05-23,SA-101,Salida consumo,-10
2026-05-23,SA-103,Salida consumo,-25
2026-05-23,CP-106,Salida consumo,-95
2026-05-23,MP-107,Entrada compra,215
2026-05-23,SP-102,Salida consumo,-47
2026-05-24,CP-116,Salida consumo,-40
2026-05-24,SA-107,Entrada compra,19
2026-05-24,SP-110,Salida consumo,-59
2026-05-24,CP-108,Entrada producción,63
2026-05-24,CP-104,Entrada compra,77
2026-05-24,MP-108,Salida consumo,-108
2026-05-25,CP-102,Entrada compra,67
2026-05-25,SA-110,Entrada compra,26
2026-05-25,SP-106,Entrada compra,45
2026-05-25,SP-105,Salida consumo,-22
2026-05-25,SP-101,Salida consumo,-26
2026-05-25,SA-103,Ajuste,-3
2026-05-25,CP-100,Salida consumo,-112
2026-05-26,SA-109,Salida consumo,-12
2026-05-26,MP-107,Salida consumo,-178
2026-05-27,CP-108,Salida consumo,-52
2026-05-27,CP-104,Salida consumo,-63
2026-05-27,SA-107,Salida consumo,-18
2026-05-28,SP-106,Salida consumo,-41
2026-05-28,SA-110,Salida consumo,-25
2026-05-28,CP-102,Salida consumo,-80
2026-06-04,MP-102,Entrada compra,203
2026-06-04,SA-103,Entrada compra,21
2026-06-05,CP-101,Entrada compra,37
2026-06-05,SA-110,Entrada compra,25
2026-06-05,SP-105,Entrada compra,23
2026-06-05,SA-100,Entrada compra,9
2026-06-05,CP-110,Entrada compra,103
2026-06-06,SA-111,Entrada compra,16
2026-06-06,MP-105,Entrada compra,343
2026-06-06,SA-104,Entrada compra,19
2026-06-07,MP-102,Salida consumo,-253
2026-06-07,CP-109,Entrada compra,36
2026-06-07,SA-103,Salida consumo,-24
2026-06-07,SP-102,Entrada compra,32
2026-06-08,CP-110,Salida consumo,-92
2026-06-08,CP-119,Entrada compra,103
2026-06-08,SP-105,Salida consumo,-27
2026-06-08,SP-108,Entrada compra,36
2026-06-08,CP-101,Salida consumo,-41
2026-06-08,CP-106,Entrada compra,88
2026-06-08,SA-100,Salida consumo,-8
2026-06-08,SA-110,Salida consumo,-24
2026-06-08,PA-103,Entrada producción,2
2026-06-09,CP-100,Entrada compra,110
2026-06-09,MP-110,Entrada compra,386
2026-06-09,CP-107,Entrada compra,75
2026-06-09,SA-104,Salida consumo,-23
2026-06-09,SA-111,Salida consumo,-16
2026-06-09,MP-105,Salida consumo,-277
2026-06-09,CP-121,Entrada compra,110
2026-06-10,SP-102,Salida consumo,-32
2026-06-10,SA-110,Ajuste,-3
2026-06-10,CP-109,Salida consumo,-41
2026-06-10,SA-107,Entrada compra,14
2026-06-11,SP-108,Salida consumo,-30
2026-06-11,CP-106,Salida consumo,-81
2026-06-11,CP-119,Salida consumo,-95
2026-06-11,SA-106,Entrada producción,17
2026-06-11,PA-103,Salida despliegue,-2
2026-06-12,SP-101,Entrada producción,20
2026-06-12,MP-109,Entrada producción,186
2026-06-12,CP-107,Salida consumo,-77
2026-06-12,CP-100,Salida consumo,-101
2026-06-12,CP-121,Salida consumo,-89
2026-06-12,MP-110,Salida consumo,-327
2026-06-13,SA-107,Salida consumo,-14
2026-06-13,MP-111,Entrada producción,564
2026-06-13,CP-116,Entrada compra,52
2026-06-14,CP-104,Entrada compra,82
2026-06-14,SA-106,Salida consumo,-17
2026-06-15,MP-112,Entrada compra,542
2026-06-15,CP-108,Entrada producción,61
2026-06-15,MP-109,Salida consumo,-218
2026-06-15,CP-105,Entrada compra,162
2026-06-15,SP-101,Salida consumo,-21
2026-06-16,MP-111,Salida consumo,-464
2026-06-16,CP-112,Entrada compra,40
2026-06-16,PA-101,Entrada producción,4
2026-06-16,CP-114,Entrada producción,139
2026-06-16,SP-111,Entrada compra,42
2026-06-16,SP-103,Entrada compra,51
2026-06-16,MP-107,Entrada compra,146
2026-06-16,CP-116,Salida consumo,-47
2026-06-17,CP-104,Salida consumo,-72
2026-06-17,SA-105,Entrada compra,4
2026-06-17,PA-102,Entrada producción,6
2026-06-17,CP-120,Entrada producción,142
2026-06-18,MP-108,Entrada compra,124
2026-06-18,SP-107,Entrada compra,46
2026-06-18,CP-118,Entrada compra,33
2026-06-18,CP-108,Salida consumo,-55
2026-06-18,MP-112,Salida consumo,-470
2026-06-18,MP-101,Entrada compra,149
2026-06-18,CP-105,Salida consumo,-131
2026-06-19,SP-111,Salida consumo,-40
2026-06-19,SP-103,Salida consumo,-48
2026-06-19,MP-107,Salida consumo,-181
2026-06-19,PA-101,Salida despliegue,-5
2026-06-19,CP-112,Salida consumo,-42
2026-06-19,CP-114,Salida consumo,-120
2026-06-20,PA-102,Salida despliegue,-5
2026-06-20,CP-115,Entrada compra,103
2026-06-20,SP-104,Entrada compra,67
2026-06-20,CP-102,Entrada compra,103
2026-06-20,SA-105,Salida consumo,-4
2026-06-20,CP-120,Salida consumo,-114
2026-06-20,CP-113,Entrada compra,105
2026-06-21,CP-117,Entrada compra,88
2026-06-21,CP-111,Entrada producción,120
2026-06-21,SA-109,Entrada compra,19
2026-06-21,SP-107,Salida consumo,-46
2026-06-21,MP-104,Entrada compra,365
2026-06-21,MP-101,Salida consumo,-136
2026-06-21,SP-109,Entrada compra,30
2026-06-21,MP-108,Salida consumo,-105
2026-06-21,CP-118,Salida consumo,-38
2026-06-22,SA-108,Entrada compra,9
2026-06-22,SA-102,Entrada compra,22
2026-06-22,SA-105,Ajuste,-1
2026-06-23,SP-104,Salida consumo,-65
2026-06-23,PA-104,Entrada producción,5
2026-06-23,CP-115,Salida consumo,-87
2026-06-23,SP-106,Entrada compra,39
2026-06-23,PA-100,Entrada producción,9
2026-06-23,CP-102,Salida consumo,-85
2026-06-23,CP-113,Salida consumo,-100
2026-06-24,SP-110,Entrada compra,77
2026-06-24,MP-113,Entrada compra,296
2026-06-24,SP-100,Entrada compra,16
2026-06-24,MP-106,Entrada compra,109
2026-06-24,CP-103,Entrada compra,50
2026-06-24,CP-111,Salida consumo,-114
2026-06-24,MP-103,Entrada compra,337
2026-06-24,SP-109,Salida consumo,-30
2026-06-24,MP-104,Salida consumo,-300
2026-06-24,SA-109,Salida consumo,-20
2026-06-24,CP-117,Salida consumo,-81
2026-06-25,SA-102,Salida consumo,-24
2026-06-25,SA-108,Salida consumo,-8
2026-06-25,SA-101,Entrada producción,23
2026-06-25,MP-100,Entrada producción,391
2026-06-25,CP-113,Ajuste,-1
2026-06-26,CP-111,Ajuste,-1
2026-06-26,PA-100,Salida despliegue,-8
2026-06-26,SP-106,Salida consumo,-32
2026-06-26,PA-104,Salida despliegue,-5
2026-06-27,MP-113,Salida consumo,-285
2026-06-27,MP-106,Salida consumo,-106
2026-06-27,MP-103,Salida consumo,-283
2026-06-27,SP-100,Salida consumo,-14
2026-06-27,SP-110,Salida consumo,-64
2026-06-27,CP-103,Salida consumo,-51
2026-06-28,SA-101,Salida consumo,-21
2026-06-28,MP-100,Salida consumo,-454
2026-07-04,SP-102,Entrada compra,31
2026-07-04,CP-113,Entrada compra,73
2026-07-04,SA-108,Entrada compra,26
2026-07-04,PA-100,Entrada producción,5
2026-07-04,CP-104,Entrada compra,78
2026-07-04,SP-111,Entrada compra,38
2026-07-05,CP-111,Entrada producción,143
2026-07-05,MP-109,Entrada producción,239
2026-07-06,CP-102,Entrada compra,113
2026-07-07,SP-108,Entrada compra,28
2026-07-07,CP-113,Salida consumo,-91
2026-07-07,SP-111,Salida consumo,-35
2026-07-07,SP-102,Salida consumo,-37
2026-07-07,PA-100,Salida despliegue,-5
2026-07-07,SA-107,Entrada compra,18
2026-07-07,CP-120,Entrada producción,122
2026-07-07,SA-108,Salida consumo,-23
2026-07-07,CP-104,Salida consumo,-71
2026-07-08,CP-111,Salida consumo,-141
2026-07-08,MP-111,Entrada producción,635
2026-07-08,SA-103,Entrada compra,22
2026-07-08,MP-109,Salida consumo,-204
2026-07-09,PA-100,Ajuste,-1
2026-07-09,CP-102,Salida consumo,-94
2026-07-09,SP-100,Entrada compra,20
2026-07-09,SP-104,Entrada compra,44
2026-07-10,CP-120,Salida consumo,-101
2026-07-10,MP-113,Entrada compra,321
2026-07-10,SA-107,Salida consumo,-18
2026-07-10,SP-108,Salida consumo,-31
2026-07-11,MP-105,Entrada compra,319
2026-07-11,CP-106,Entrada compra,106
2026-07-11,SA-103,Salida consumo,-28
2026-07-11,CP-103,Entrada compra,44
2026-07-11,MP-111,Salida consumo,-556
2026-07-11,CP-118,Entrada compra,61
2026-07-11,MP-102,Entrada compra,288
2026-07-12,CP-117,Entrada compra,94
2026-07-12,SP-104,Salida consumo,-54
2026-07-12,SP-100,Salida consumo,-25
2026-07-13,CP-101,Entrada compra,39
2026-07-13,MP-113,Salida consumo,-267
2026-07-14,SA-102,Entrada compra,18
2026-07-14,CP-107,Entrada compra,69
2026-07-14,MP-107,Entrada compra,191
2026-07-14,MP-105,Salida consumo,-294
2026-07-14,CP-106,Salida consumo,-102
2026-07-14,SA-109,Entrada compra,20
2026-07-14,CP-103,Salida consumo,-38
2026-07-14,CP-118,Salida consumo,-51
2026-07-14,MP-102,Salida consumo,-251
2026-07-15,MP-108,Entrada compra,126
2026-07-15,CP-114,Entrada producción,146
2026-07-15,SA-100,Entrada compra,10
2026-07-15,CP-117,Salida consumo,-92
2026-07-16,CP-101,Salida consumo,-37
2026-07-16,CP-112,Entrada compra,46
2026-07-16,SA-105,Entrada compra,7
2026-07-16,SP-101,Entrada producción,31
2026-07-16,CP-119,Entrada compra,108
2026-07-17,SP-106,Entrada compra,31
2026-07-17,CP-107,Salida consumo,-73
2026-07-17,SA-110,Entrada compra,25
2026-07-17,MP-101,Entrada compra,136
2026-07-17,MP-107,Salida consumo,-183
2026-07-17,SA-102,Salida consumo,-22
2026-07-17,MP-112,Entrada compra,401
2026-07-17,CP-110,Entrada compra,48
2026-07-17,SA-109,Salida consumo,-19
2026-07-18,MP-108,Salida consumo,-106
2026-07-18,PA-104,Entrada producción,3
2026-07-18,SA-100,Salida consumo,-12
2026-07-18,CP-114,Salida consumo,-142
2026-07-18,SA-101,Entrada producción,16
2026-07-18,SP-103,Entrada compra,44
2026-07-18,SA-104,Entrada compra,33
2026-07-19,CP-119,Salida consumo,-92
2026-07-19,SA-105,Salida consumo,-8
2026-07-19,MP-110,Entrada compra,290
2026-07-19,CP-108,Entrada producción,47
2026-07-19,CP-121,Entrada compra,88
2026-07-19,SP-101,Salida consumo,-27
2026-07-19,CP-112,Salida consumo,-49
2026-07-19,SA-109,Ajuste,-1
2026-07-20,SP-107,Entrada compra,49
2026-07-20,MP-112,Salida consumo,-464
2026-07-20,CP-109,Entrada compra,58
2026-07-20,PA-101,Entrada producción,7
2026-07-20,MP-101,Salida consumo,-155
2026-07-20,MP-100,Entrada producción,500
2026-07-20,CP-115,Entrada compra,72
2026-07-20,CP-110,Salida consumo,-58
2026-07-20,SP-106,Salida consumo,-36
2026-07-20,SA-110,Salida consumo,-31
2026-07-21,SA-111,Entrada compra,14
2026-07-21,SP-105,Entrada compra,30
2026-07-21,PA-104,Salida despliegue,-4
2026-07-21,SA-104,Salida consumo,-30
2026-07-21,PA-103,Salida despliegue,-1
2026-07-21,SA-101,Salida consumo,-18
2026-07-21,SP-103,Salida consumo,-48
2026-07-22,CP-121,Salida consumo,-74
2026-07-22,CP-108,Salida consumo,-56
2026-07-22,MP-110,Salida consumo,-318
2026-07-22,CP-116,Entrada compra,50
2026-07-22,SP-110,Entrada compra,65
2026-07-23,SP-107,Salida consumo,-43
2026-07-23,SA-106,Entrada producción,10
2026-07-23,CP-109,Salida consumo,-49
2026-07-23,PA-101,Salida despliegue,-7
2026-07-23,MP-100,Salida consumo,-424
2026-07-23,CP-115,Salida consumo,-81
2026-07-23,CP-100,Entrada compra,159
2026-07-24,CP-105,Entrada compra,101
2026-07-24,SP-105,Salida consumo,-29
2026-07-24,MP-104,Entrada compra,316
2026-07-24,SA-111,Salida consumo,-15
2026-07-25,CP-116,Salida consumo,-57
2026-07-25,MP-106,Entrada compra,122
2026-07-25,PA-102,Entrada producción,8
2026-07-25,SP-109,Entrada compra,29
2026-07-25,MP-103,Entrada compra,305
2026-07-25,SP-110,Salida consumo,-70
2026-07-26,SA-106,Salida consumo,-12
2026-07-26,CP-100,Salida consumo,-130
2026-07-27,MP-104,Salida consumo,-300
2026-07-27,CP-105,Salida consumo,-125
2026-07-28,MP-103,Salida consumo,-279
2026-07-28,PA-102,Salida despliegue,-9
2026-07-28,MP-106,Salida consumo,-124
2026-07-28,SP-109,Salida consumo,-30
